environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score
staging,0.3151986109454745,0,3,0,0.421694912224036,2,0.5
dev,0.4808005354743726,0,2,1,0.4088006671353399,9,0.5
dev,0.4178335156931978,1,3,0,0.6512060891431839,4,0.5
staging,0.6004476272174893,0,3,1,0.020474492508805953,7,0.5
dev,0.9056504279769388,0,2,1,0.6061052509009617,9,0.5
dev,0.8385666974711417,0,3,0,0.41249721652845783,6,0.5
dev,0.6865384710514462,0,1,0,0.7206343032642756,0,0.5
prod,0.3493011393105797,1,1,0,0.6090620681083454,1,0.5
staging,0.16525944646388074,0,3,0,0.860926804037729,3,0.5
prod,0.5694405385048418,0,1,0,0.21368421958468753,0,0.5
prod,0.1970070029639817,0,3,1,0.29556040310333465,0,0.5
dev,0.6367732688218521,0,2,0,0.027806258403882178,4,0.5
dev,0.488895733101644,1,1,1,0.8413676365817919,8,0.5
dev,0.30719286813450514,1,2,1,0.39923416796295697,7,0.5
staging,0.8907143130367253,0,2,0,0.12237091905890185,5,0.5
prod,0.14944003368195957,0,1,0,0.4459744542203137,3,0.9
prod,0.21360957897132687,1,1,1,0.6506827480697356,2,0.5
prod,0.5851253782545278,0,3,0,0.7361851484063718,8,0.5
prod,0.852008501608574,1,2,1,0.1014356085652458,4,0.5
staging,0.9465030300718212,1,1,1,0.4137767120494028,3,0.5
prod,0.2964636733817955,1,1,1,0.28466441115484964,8,0.5
dev,0.42247945759303895,1,2,0,0.0564010663834954,8,0.5
staging,0.15966594799645423,0,1,1,0.9556868863827426,9,0.5
dev,0.6248264083458835,0,2,0,0.016771562777425086,9,0.5
dev,0.23183671527385144,0,1,1,0.9814166084438614,8,0.5
staging,0.9008126154478816,0,1,1,0.3475477667959648,6,0.5
staging,0.21098502245631878,1,2,1,0.796971390910262,4,0.5
staging,0.6421774461140446,0,3,0,0.8713024488677935,4,0.5
staging,0.2178519646155756,1,1,1,0.4970231987789395,2,0.5
dev,0.9325816666024985,1,1,1,0.29473635438573353,1,0.5
prod,0.13831191194547623,0,2,1,0.5592381535352154,7,0.5
prod,0.34212908965075145,1,3,1,0.5577730968590593,5,0.5
staging,0.47033184399616335,1,3,0,0.5593977342798614,0,0.9
staging,0.5989323101992053,1,1,0,0.8911025261495267,4,0.5
dev,0.7089963851997161,0,2,0,0.6915923953628226,1,0.5
staging,0.9514117674813831,0,3,1,0.6320828598664728,8,0.5
staging,0.8107595015011517,0,1,0,0.32018569268638863,0,0.5
prod,0.951627610128168,1,1,0,0.46759617045558566,9,0.5
dev,0.6057552310872208,0,3,0,0.27335610993044746,4,0.5
dev,0.33405805720586956,1,2,1,0.1307170756089875,1,0.5
dev,0.8094078970562312,1,3,1,0.2265036090046897,9,0.5
staging,0.17552309670926047,1,1,1,0.09416816423905439,7,0.9
staging,0.3409493618507063,1,1,1,0.8297741954021507,9,0.5
staging,0.7891665875893458,1,2,0,0.37219985379528064,9,0.5
prod,0.4802274098688849,0,3,0,0.050637225523421425,1,0.5
prod,0.8684869429548066,0,2,1,0.977171238603801,0,0.9
prod,0.1476133088199194,1,1,0,0.6561791631223759,5,0.9
dev,0.5327644799546756,0,2,1,0.8637465136365342,8,0.5
prod,0.9789669539898886,1,1,1,0.9552642507041095,1,0.5
staging,0.7609743405376301,0,1,0,0.6614313132805074,1,0.9
staging,0.6642900410843517,0,3,1,0.3207445788229426,1,0.5
staging,0.7729228254117038,0,2,0,0.5810346827347769,1,0.5
dev,0.829355250000676,0,3,1,0.5107597930072532,3,0.5
staging,0.93590544440632,1,3,1,0.81693022933124,2,0.5
dev,0.2872650999842562,0,1,0,0.954251467230462,9,0.5
dev,0.7956703737801127,0,2,1,0.738221087534358,8,0.5
prod,0.9991959459666342,0,2,0,0.38084895893343973,7,0.9
staging,0.34267826236580967,1,2,0,0.9462014489193648,5,0.5
prod,0.6151168483859342,1,2,1,0.38470407308440346,5,0.5
dev,0.2557027823406943,1,3,1,0.301343354813992,7,0.9
prod,0.8719711047032179,0,1,0,0.8557312218625175,8,0.5
staging,0.1467644788892252,0,2,0,0.26659455119349196,3,0.5
dev,0.11059085615544138,1,2,1,0.7850155536657104,8,0.5
prod,0.19863132837755604,1,3,0,0.6297662002176233,3,0.9
staging,0.6427557470601303,0,2,1,0.2891537166390463,1,0.5
dev,0.7580812027632368,0,3,0,0.9998998892860606,8,0.5
dev,0.7948398969796332,1,1,1,0.5138781671623672,9,0.9
dev,0.552643269558817,1,3,0,0.6200203291511828,1,0.5
prod,0.9401058938397497,1,2,1,0.6510450162629794,5,0.5
dev,0.440981962737663,1,3,1,0.7327205267089895,9,0.5
staging,0.9202032569531481,0,3,0,0.08027669745094468,9,0.5
staging,0.7543161049754747,0,3,1,0.2810450439468536,9,0.5
prod,0.5602659151877066,0,2,0,0.6164125185073863,4,0.5
prod,0.9051127515860977,0,1,0,0.8263765081007365,4,0.5
dev,0.30496130275002986,1,2,1,0.3313980257390384,2,0.5
staging,0.4753862512969026,1,1,1,0.48189554217975406,3,0.5
staging,0.9189185627850617,1,2,1,0.7798728072365464,0,0.9
staging,0.6709474762036808,1,2,0,0.7306996432685875,5,0.5
prod,0.40252701212775377,1,2,0,0.13375933256576567,1,0.5
staging,0.9847464510476563,0,2,1,0.4245416649576935,5,0.5
staging,0.8893522579139331,0,1,1,0.15386649068836533,1,0.5
prod,0.1318352043877244,1,3,0,0.24740256839644081,5,0.5
staging,0.41643471515151786,1,1,1,0.3707246740878223,8,0.5
staging,0.3048105302501423,0,3,1,0.4594725595125744,3,0.5
dev,0.14760817375926452,1,1,1,0.5636020237185185,6,0.5
prod,0.8376786093574506,0,3,0,0.8805041673112924,2,0.5
staging,0.9419088944115935,0,3,1,0.6173400444873435,9,0.5
dev,0.44475116495438316,1,1,1,0.4358738917906507,5,0.9
dev,0.11437692520438497,0,2,1,0.904553504992276,1,0.9
prod,0.13114442780222205,0,1,1,0.3225503211255347,5,0.9
prod,0.4562978618888375,1,3,1,0.8933090957019576,0,0.5
staging,0.44779979397340275,1,3,0,0.06296968711985274,0,0.5
prod,0.25667907258493017,1,2,1,0.4573943784661407,0,0.5
staging,0.5434398264349499,1,1,0,0.1019878094192419,9,0.5
dev,0.571899895554234,0,3,0,0.32188876675706746,7,0.5
dev,0.24140389996462203,1,3,0,0.826571881851414,5,0.5
dev,0.40243722118417447,0,3,1,0.31023767400387947,6,0.5
dev,0.8741063177986242,1,3,1,0.8434635739272521,9,0.5
dev,0.8546290265943443,1,3,1,0.35329332037949535,7,0.5
staging,0.42508259661977144,0,3,0,0.5082965003930953,7,0.5
prod,0.21569958986682117,0,1,0,0.8606983851102027,0,0.9
prod,0.3682560442090427,1,3,0,0.18546599427316723,5,0.5
staging,0.9822210860261481,1,1,1,0.8278258197548425,5,0.5
staging,0.3903615084946903,1,3,1,0.8595228867577488,4,0.5
staging,0.7189659407439092,0,2,1,0.24977723918128836,4,0.5
dev,0.7256762763154534,0,2,1,0.2857277054497146,6,0.5
dev,0.3403202365748095,1,2,0,0.29424238572627626,1,0.5
staging,0.3424603934197966,0,3,0,0.9183929744639849,0,0.9
dev,0.49387227521998767,0,3,1,0.4070785450253377,4,0.5
dev,0.8768782537019746,1,1,1,0.8215959423436332,7,0.9
staging,0.5816245152160286,0,2,1,0.23439685555914724,4,0.5
staging,0.21748706211912533,0,1,0,0.9266990095201644,9,0.5
prod,0.4146635259504937,0,2,1,0.39565042452680277,5,0.5
dev,0.5579100320652036,0,3,1,0.2395773216896564,4,0.9
dev,0.7044580250124393,1,2,1,0.7889623196234353,4,0.5
dev,0.572840673540939,1,2,0,0.7442407191212329,7,0.5
staging,0.9277841983153822,0,3,1,0.25720581158455746,4,0.5
staging,0.8989475635983369,0,3,1,0.32987743059137487,6,0.9
dev,0.7011629714459742,1,2,1,0.7328396275992987,8,0.5
prod,0.9071295133514591,1,3,1,0.2934437560032779,5,0.5
staging,0.5598026628031738,1,3,1,0.3070162657188882,2,0.5
staging,0.8128634602352343,1,1,0,0.49689380125876625,8,0.5
prod,0.6090454472200482,1,2,0,0.809890526805281,5,0.5
staging,0.5790266551591202,1,1,0,0.3286328773133954,1,0.5
dev,0.47485320282596966,1,2,0,0.5246397353228792,0,0.5
prod,0.6462372164422375,0,3,0,0.7559822266096347,4,0.5
dev,0.28994980018019867,1,3,0,0.04142439360940997,5,0.5
prod,0.5889599357658284,1,1,0,0.45142867591032354,9,0.5
prod,0.47519986962940675,1,3,1,0.9590861886014789,7,0.9
staging,0.599137920900349,1,2,1,0.5795327200242615,6,0.5
dev,0.7279104989482402,0,2,1,0.8881079719758213,9,0.5
dev,0.8830169926094076,1,1,1,0.48088639506927755,3,0.5
staging,0.47236488215479144,0,2,0,0.41326787995239234,3,0.5
dev,0.2541975397352755,0,1,1,0.9867084485630228,6,0.5
dev,0.217575261897189,1,2,0,0.7039196663291093,4,0.5
prod,0.21343628845305657,1,3,0,0.6642954111278888,5,0.9
prod,0.8176994708474954,1,2,1,0.7388357388080533,7,0.5
dev,0.8904664967356669,0,2,0,0.3938365597565282,2,0.5
dev,0.21050121544851874,0,2,1,0.3787083718181219,0,0.5
prod,0.42357621207151674,0,1,1,0.9897557060685724,3,0.5
dev,0.7156958863469082,1,3,0,0.8191710273189668,9,0.5
staging,0.43174949487659575,0,1,0,0.0690660486872644,1,0.5
staging,0.14548489345570126,1,3,1,0.8987806333497966,5,0.5
staging,0.4350592586347394,1,3,0,0.5253843349162118,6,0.5
prod,0.6896296764205564,1,1,1,0.32065872604032386,5,0.5
prod,0.8479041261968194,1,1,0,0.9920408899481464,4,0.5
staging,0.801343659433846,0,2,0,0.4344850469771483,9,0.5
prod,0.27332670852955776,0,1,1,0.835232461071493,3,0.5
prod,0.653624865488691,0,1,0,0.8805717548580289,2,0.5
dev,0.5985760623407858,0,2,1,0.689644270807181,9,0.5
staging,0.31710681465434915,1,3,1,0.4255431393462874,9,0.9
dev,0.9347647128023121,1,3,1,0.9012903259989229,8,0.5
staging,0.15842277692418183,0,3,0,0.31601835550792823,6,0.5
staging,0.13479891724743207,1,1,1,0.08022166928502217,8,0.5
prod,0.4159000698588322,1,2,1,0.6480728384288895,8,0.5
dev,0.6317821115528013,1,1,1,0.42973499757295885,7,0.5
staging,0.8773151326216895,1,3,0,0.1806489353260866,8,0.9
prod,0.721316366188501,1,3,0,0.14158590922307612,1,0.5
prod,0.8086449782320053,1,1,0,0.5895702208224702,1,0.5
staging,0.6659767037244618,0,2,0,0.09705318448171296,2,0.5
staging,0.3975432130762817,1,1,0,0.7361279608762833,8,0.5
dev,0.9255679278025166,0,2,0,0.04368679488084548,6,0.5
staging,0.7445812159820409,1,3,0,0.599127234759041,3,0.5
staging,0.9134010260260346,0,1,1,0.012761674211440255,7,0.5
staging,0.19327987653040563,0,2,1,0.10157179510375858,1,0.5
prod,0.1117459467605103,0,3,1,0.4135052757776321,3,0.5
prod,0.4889385703347763,1,2,1,0.6064774361280261,6,0.5
staging,0.22089298883457037,1,1,1,0.4369010972498252,3,0.5
dev,0.606010810133256,1,1,1,0.6436221844538661,0,0.5
dev,0.9882423266506651,0,3,0,0.31749505814887957,7,0.9
staging,0.8217731735158744,1,2,0,0.8054747602485716,8,0.5
dev,0.3876446782541224,1,3,1,0.7800623986600449,4,0.9
prod,0.41397673526457646,0,1,0,0.6649569134660588,6,0.5
staging,0.6988086934886087,1,3,1,0.5855434185021389,9,0.9
prod,0.3732550615868845,1,2,0,0.03453235192165216,8,0.5
prod,0.8897015675636644,1,3,1,0.36610413009330045,2,0.9
staging,0.11159758368945191,0,1,0,0.9816924070380191,5,0.9
dev,0.5421127424619023,0,2,0,0.437667011152171,1,0.5
staging,0.5140883644930531,1,1,0,0.20948819634741944,7,0.5
dev,0.7117783658671184,0,1,0,0.2504337702273367,0,0.5
staging,0.17336449402186963,0,3,0,0.24776920612656272,3,0.9
staging,0.3275762772579591,1,2,0,0.6464304978957139,2,0.5
prod,0.9374650618076277,1,1,0,0.487508103613974,3,0.5
dev,0.22036551736599652,0,1,1,0.6585346111497455,9,0.5
prod,0.6764650646068997,1,3,1,0.0219683607747021,1,0.5
staging,0.6835140712457123,1,2,0,0.8700063879872555,9,0.5
prod,0.9757099798405878,1,2,0,0.8502700406845758,5,0.5
dev,0.9298871727714749,1,3,1,0.38252898260733137,1,0.5
staging,0.1873473968758168,1,2,0,0.34132767400812736,8,0.5
dev,0.6467390016579323,0,1,0,0.7714199548428529,2,0.5
dev,0.7028703260857703,0,3,1,0.5310203824118981,1,0.5
dev,0.4739302065221048,1,3,1,0.3590961944240586,4,0.5
staging,0.34950148568886075,1,1,0,0.06096663241949907,6,0.5
staging,0.9000894838174313,0,1,0,0.43045890098077677,7,0.5
prod,0.8175726660914773,0,3,0,0.06569211063171176,8,0.5
prod,0.24938725641072051,1,3,1,0.6271387365373849,9,0.5
dev,0.17100691685397468,0,3,0,0.17012755691180448,8,0.5
dev,0.8302235097064603,1,3,1,0.3205362967424882,0,0.5
dev,0.48045311156143167,1,3,0,0.140466295426243,1,0.5
dev,0.3365095081126853,0,1,0,0.8142031729794953,0,0.5
staging,0.8383984112863503,0,1,1,0.6613342467812209,0,0.5
prod,0.3398791949689871,0,3,0,0.6533038991045107,0,0.5
staging,0.8965061795257981,0,1,1,0.8875578890198442,6,0.5
staging,0.49145729699419327,1,3,1,0.47750180489736893,7,0.5
staging,0.5408654642150068,0,3,0,0.08344086866355149,5,0.5
prod,0.30210407776367876,1,3,1,0.7070320295944603,3,0.9
prod,0.19780670395563693,0,1,0,0.5759943981807093,2,0.9
staging,0.656040166946866,1,3,0,0.4470989921964259,7,0.5
dev,0.5665162556689284,1,3,1,0.952882412730718,4,0.9
staging,0.4423554215985014,1,2,0,0.22830993154502843,6,0.5
dev,0.8565600786098494,0,1,0,0.2893603485378604,0,0.5
dev,0.9172559409325898,0,3,0,0.17263440499694316,1,0.5
staging,0.25605759137297834,0,3,1,0.41422131766075254,7,0.5
staging,0.7741402023351348,0,2,0,0.6252757148267335,9,0.5
staging,0.7308752095608064,1,2,1,0.649706979867385,8,0.9
staging,0.20104820022706185,0,3,0,0.9868635421220442,8,0.5
prod,0.4036319662242269,1,1,1,0.4876439713191174,9,0.5
staging,0.7485881405998189,0,3,0,0.5481486752314351,9,0.5
prod,0.6095907422741946,1,2,1,0.5670036506168746,2,0.5
prod,0.807837036383697,0,3,1,0.1779143217584921,8,0.5
dev,0.652603872724925,0,2,0,0.8866631925613226,4,0.9
prod,0.842712492434977,0,2,1,0.5623881851395882,6,0.5
staging,0.12531392468832997,0,3,1,0.43917523551712856,3,0.5
staging,0.13306416105367258,0,2,1,0.4456219354651425,3,0.5
prod,0.9013667381037953,1,1,1,0.9463047736537036,2,0.5
staging,0.3776787863961495,0,2,1,0.6992076793025979,8,0.5
dev,0.707599845533979,0,3,0,0.3843378928464394,5,0.5
prod,0.7753927893461113,1,1,0,0.7628595868010849,7,0.5
dev,0.2594840871542967,1,2,1,0.7833272847060503,5,0.5
prod,0.3523501749425272,0,1,1,0.819209239144772,6,0.5
prod,0.11953677253752075,1,3,1,0.8333935909810386,6,0.5
prod,0.6793612801031884,1,2,1,0.9890027310943634,3,0.5
dev,0.6713668066351582,1,1,1,0.3132030713484031,1,0.5
dev,0.39173851482716293,0,3,0,0.997077969615802,7,0.5
prod,0.11408098072310395,0,3,1,0.581734818502397,6,0.5
prod,0.42402983654251114,1,1,1,0.2907666949920913,5,0.5
dev,0.21633428152985246,0,3,1,0.045628569824018306,9,0.5
dev,0.8847957482594447,1,1,1,0.16062296080532623,7,0.5
staging,0.8500631185799155,0,1,1,0.8750042018047655,9,0.5
dev,0.9325638352193963,0,1,0,0.10128426457233985,8,0.5
staging,0.2541763621029599,1,1,0,0.6470471740346616,6,0.5
prod,0.5524089551479799,1,3,1,0.8453415868022708,9,0.9
staging,0.4741503349350059,0,2,0,0.35311908677947224,1,0.5
dev,0.47733198679024313,0,3,1,0.5819671257228812,7,0.9
prod,0.8539506311122901,0,3,0,0.39472773853583987,0,0.5
prod,0.35998179153480847,1,3,1,0.38309065393157327,5,0.5
prod,0.5133400846491266,0,2,0,0.46304843754890834,6,0.5
staging,0.4375295781754006,0,2,0,0.1469833960878354,2,0.5
staging,0.7539373808744385,1,3,1,0.2216463672368051,8,0.9
prod,0.5788157378490274,1,1,1,0.8555796711500827,8,0.5
prod,0.5334970590461771,0,2,1,0.016009911110017816,9,0.5
dev,0.3026233378245896,1,1,0,0.22356238076496304,0,0.5
staging,0.24165886480307514,0,2,0,0.5810503852346641,4,0.5
dev,0.39593653768895976,1,2,0,0.8429904308685038,5,0.5
prod,0.5252651190028302,1,1,1,0.38390756369131784,0,0.9
prod,0.19972130622478795,0,3,1,0.744174379909984,0,0.5
staging,0.45189436771686275,0,1,0,0.7942144816751099,1,0.5
staging,0.24625673252565028,1,2,0,0.09369080111469896,5,0.5
staging,0.38569935220667195,0,1,1,0.37681267255936324,7,0.5
staging,0.7133036220250389,1,1,1,0.1830451419425596,7,0.5
prod,0.5680098371242538,0,3,0,0.4264086134016024,4,0.9
dev,0.41187469297651924,1,1,1,0.11641212172481841,2,0.5
staging,0.29692394581145537,1,2,1,0.7119810375125437,5,0.5
prod,0.7798255100143462,1,3,1,0.8744552312802943,1,0.5
staging,0.9151464671727472,0,1,1,0.6837657812525998,9,0.5
staging,0.8336225949174035,1,2,0,0.1601826392368768,3,0.5
dev,0.981854454763536,1,3,0,0.15494476026018644,4,0.5
prod,0.584027329545994,1,1,0,0.24201408198978003,1,0.5
dev,0.36213867221710294,1,1,0,0.21217249397628657,8,0.9
staging,0.8040896042104908,0,1,1,0.7011196328816884,6,0.5
staging,0.6147207153057859,0,3,0,0.5246074996046495,1,0.5
prod,0.8469257812934987,0,2,0,0.09004423764916247,6,0.5
prod,0.8773927458274693,1,3,1,0.42750759298491225,1,0.5
staging,0.29377646512672184,1,2,1,0.45466801637956866,2,0.5
prod,0.7437788264832308,1,1,1,0.345474843837946,9,0.5
prod,0.8248148794758203,1,1,1,0.3182906519420897,5,0.5
dev,0.8338758632254744,1,2,0,0.36060101337417394,4,0.5
dev,0.9390207865891664,1,1,0,0.5394716698025591,8,0.9
dev,0.8711954120339845,0,2,0,0.5559663927058623,8,0.9
staging,0.8332385589296529,0,3,0,0.8333590090703562,4,0.5
staging,0.928242236722441,1,2,0,0.7650015086288263,5,0.5
dev,0.1148219767934403,0,2,0,0.3085850945819787,0,0.5
dev,0.9981354818022612,1,1,1,0.023367453153359974,4,0.9
dev,0.190181827647381,1,1,1,0.9687897878937799,9,0.5
dev,0.5761765408862437,1,2,1,0.05006106655226128,6,0.9
dev,0.39279914347066236,0,2,1,0.1325165609928982,5,0.5
prod,0.9727660689802253,0,1,1,0.46102490827671583,7,0.5
staging,0.3917383280374327,1,1,0,0.871630837689381,8,0.5
prod,0.1197620651949789,0,1,1,0.2753818542373143,0,0.5
dev,0.8909623605814403,0,2,1,0.40056513992366505,1,0.5
dev,0.8369333936146188,0,3,0,0.5596955708194363,0,0.5
dev,0.7160576070338571,1,3,1,0.6952779715521888,5,0.5
staging,0.36383423505727475,0,1,1,0.25916107580979353,3,0.5
staging,0.965010148102663,1,2,1,0.10141574006104193,4,0.5
staging,0.11277231478183844,1,1,1,0.8209364723385772,2,0.5
dev,0.5829895568905954,0,2,1,0.3968301701003999,4,0.5
dev,0.24769353669164657,0,3,0,0.5489487729928912,3,0.5
prod,0.4703212328819174,1,3,1,0.6716063871472632,0,0.5
dev,0.919517547796175,1,1,1,0.7453208804460538,5,0.5
prod,0.640342588310109,1,3,0,0.9950764491256013,9,0.9
prod,0.6108758240136481,0,3,1,0.288545580317792,8,0.5
prod,0.542565704797975,0,2,0,0.205155697374253,0,0.5
staging,0.47360087348614044,1,1,1,0.4319629651470347,2,0.5
staging,0.32114893795406346,0,3,1,0.6622611555325165,1,0.5
staging,0.6309064082746357,1,3,0,0.9279911032520151,8,0.5
prod,0.7699415293611288,0,2,0,0.9276088869173259,0,0.9
dev,0.17528195730246338,0,3,1,0.5480248256131317,4,0.5
staging,0.11243152535310573,1,2,1,0.847347095797373,0,0.5
dev,0.6901591418388203,0,1,1,0.005667132506592343,6,0.5
staging,0.5670403414134773,1,1,0,0.19360424171327661,5,0.5
prod,0.37195863654863026,1,1,0,0.27924125203811945,0,0.5
prod,0.898632613514731,0,1,1,0.3075218332598554,3,0.5
dev,0.8271591655126234,0,1,0,0.749783328210161,9,0.5
prod,0.992248022852516,1,3,1,0.23063470431900224,9,0.5
staging,0.964339528476419,0,1,1,0.7024356815226862,4,0.5
dev,0.8620860499868572,1,2,0,0.8848808436162082,6,0.5
prod,0.873936522795585,1,1,1,0.049612978582583844,7,0.5
staging,0.6158948509769699,1,2,0,0.5676556796369634,1,0.5
staging,0.8061662024447649,0,3,1,0.10326157397275493,5,0.5
staging,0.8362254008568049,0,2,0,0.26094704627224896,0,0.5
prod,0.5475999827641875,1,1,0,0.35121723506988334,5,0.9
dev,0.3964508734593353,0,1,0,0.005056932810355352,5,0.5
prod,0.39198917403577227,0,2,1,0.2995739851384893,4,0.9
prod,0.3803048955747933,0,2,0,0.39393114111225136,2,0.5
prod,0.3944948437935568,0,1,1,0.25663703778162517,0,0.5
staging,0.7474600912275106,1,3,0,0.6328795110740076,0,0.5
dev,0.36204874005051335,0,1,1,0.07657370231152671,1,0.5
staging,0.3238607629029606,1,1,1,0.8899246632832568,9,0.5
dev,0.8673268916384534,0,2,1,0.42668766884837417,5,0.5
prod,0.9353340337612962,1,2,1,0.4582689104797033,3,0.5
dev,0.4924494336924724,1,2,0,0.26819997939179063,5,0.5
staging,0.9265063644052507,0,2,0,0.10976502501389518,6,0.9
prod,0.31407949101360466,1,3,0,0.2453899589796168,2,0.5
dev,0.3812484278397802,0,1,1,0.46551941128000274,9,0.5
dev,0.8681857579644311,1,1,0,0.3771551013491825,2,0.5
prod,0.10315064698225783,1,2,0,0.5769625424022604,4,0.5
prod,0.8423125462500316,0,2,0,0.8489762911672679,0,0.5
dev,0.369947129158573,1,1,1,0.16292793535308958,0,0.5
dev,0.44077703137159785,1,2,1,0.9089817071852231,8,0.5
prod,0.44192726922340164,1,2,1,0.7739813013918952,5,0.5
dev,0.3134662588425215,1,1,0,0.022596753551248905,8,0.5
staging,0.13687622837942337,1,3,1,0.7706727452280051,3,0.5
staging,0.4226550958439864,0,1,0,0.9739560225938874,9,0.5
staging,0.3336536169748099,1,1,0,0.4088147280456673,7,0.5
dev,0.6706180856546735,1,3,0,0.6992605628794094,2,0.5
dev,0.8720877046437477,1,2,1,0.416231394940889,9,0.5
prod,0.34829613779541435,0,3,0,0.03965106133073659,3,0.5
dev,0.7000713189681274,0,3,0,0.02562716993424463,8,0.5
prod,0.9902064411589758,0,1,1,0.2767331128982907,7,0.5
prod,0.6812336962183144,0,3,0,0.9600935618674904,5,0.5
prod,0.40978626712783595,1,3,1,0.8565007095443323,8,0.5
prod,0.8639883688173936,1,2,1,0.19551841851624518,8,0.5
prod,0.2136918166785542,1,3,1,0.14059276865328119,3,0.5
staging,0.6837989825925554,1,3,0,0.13818274944498488,0,0.5
dev,0.2896018599242174,0,1,1,0.6230982565744694,1,0.5
dev,0.4103099524963094,0,1,1,0.14462791675279352,4,0.5
staging,0.6932183542919572,1,2,0,0.44173608564744626,4,0.9
dev,0.6883796308660065,1,1,1,0.4705168142307625,0,0.5
staging,0.30977557475777984,1,3,1,0.14742850912296102,4,0.5
staging,0.28522085698765387,0,2,0,0.1390659307782911,8,0.5
staging,0.9387652837359307,0,1,1,0.7552175663562691,3,0.5
staging,0.8306622989745555,0,3,0,0.49025645251182404,8,0.9
prod,0.7272584946355773,1,3,1,0.20405381731555539,7,0.5
prod,0.5610776175345099,1,1,0,0.8381649243685875,1,0.5
staging,0.5923783847693315,0,3,1,0.23856802744767802,0,0.9
prod,0.5228633558565122,0,3,1,0.5031759561616248,8,0.5
prod,0.7811034354617493,0,1,0,0.626167609524174,9,0.5
prod,0.8049994370539281,1,2,0,0.675700489210525,8,0.5
prod,0.36246729104733877,1,2,0,0.12098552875206758,7,0.5
dev,0.4896457020302215,1,2,1,0.5164393518412971,7,0.5
dev,0.9730287265215496,1,1,0,0.6514650258451363,0,0.5
dev,0.8952148775178796,0,3,1,0.988072053644152,5,0.9
staging,0.24011921172130338,0,2,1,0.8069185995548531,6,0.9
dev,0.27967761015908155,1,3,0,0.6350381917469518,7,0.5
dev,0.6529167550793066,0,1,0,0.03237007498370226,0,0.5
prod,0.2722683011604154,1,1,1,0.011332298935300966,2,0.5
dev,0.5110112661033258,1,3,1,0.7131980104043942,3,0.5
staging,0.9032004773310774,1,1,1,0.6203032088166014,4,0.5
staging,0.37772550301989394,1,2,0,0.6305067797064563,0,0.5
prod,0.1779805396938663,1,1,0,0.4558028525531711,2,0.5
staging,0.9760252196074676,0,2,0,0.26111236482537126,2,0.5
dev,0.9114701515113541,0,3,0,0.4083394832667141,2,0.5
dev,0.5256430656224917,0,1,0,0.24039270110667166,8,0.5
prod,0.3761226100693348,1,2,1,0.4934285732628212,0,0.5
prod,0.9237759242513015,0,3,0,0.5845741492283905,7,0.5
prod,0.44151809752795357,0,3,1,0.9659560545091165,2,0.9
dev,0.9885252470239962,0,1,0,0.694794429710142,5,0.5
prod,0.42539242138268796,0,2,0,0.3608167270028503,9,0.5
dev,0.7984325881893588,1,3,1,0.01553640028276404,8,0.5
staging,0.2266299480701892,1,1,0,0.36566954497286774,9,0.5
dev,0.20001069128217322,1,3,0,0.48262558999427974,4,0.5
staging,0.7143230973383692,0,3,1,0.427668728294883,4,0.5
dev,0.9819154590869522,0,1,1,0.14785720026379268,4,0.5
prod,0.3551409316916935,1,1,0,0.11852224618817675,5,0.5
dev,0.2599232753322511,1,1,1,0.4976111348958082,7,0.5
dev,0.9577087468807844,1,1,1,0.9530686607159191,9,0.5
prod,0.739063480949395,1,2,1,0.20020798589076827,8,0.5
staging,0.4405013423828832,1,1,0,0.22385027775735467,1,0.9
dev,0.1389806242400906,0,2,0,0.9733371547588908,3,0.5
staging,0.18013936060397362,1,1,1,0.7234621955472071,7,0.5
prod,0.770288659079642,0,1,1,0.6798326436900943,3,0.5
staging,0.43436714077499095,0,2,1,0.7824063342456375,0,0.9
staging,0.33387991105125614,1,2,1,0.9339408835346811,5,0.9
prod,0.32775073153564,1,2,1,0.9968248718135579,2,0.5
dev,0.7277554093076792,1,3,1,0.027344418394108616,8,0.5
staging,0.32427482928037693,1,3,1,0.6821893384510022,9,0.5
prod,0.8811439096555513,1,2,1,0.07163921789824867,0,0.5
staging,0.7880069151596166,1,2,0,0.3422898994206691,5,0.5
dev,0.1214230829510527,0,1,1,0.9145525623358247,1,0.5
dev,0.896560574375404,1,2,1,0.2517406906134403,9,0.5
staging,0.9344032493658682,1,2,0,0.7618913613534327,4,0.5
staging,0.3483421964460401,1,2,0,0.8731429338489246,5,0.5
prod,0.6376407338323835,0,3,1,0.5939309098832564,5,0.5
dev,0.12911043922052962,1,1,0,0.3481067711668554,4,0.5
dev,0.7947414958555674,1,3,0,0.23402865520281768,8,0.5
dev,0.8822883295735879,0,1,1,0.9912856766953773,2,0.5
prod,0.9962287352255021,0,2,0,0.18107913213487303,0,0.5
staging,0.3586028753138064,1,3,0,0.18406599660505418,2,0.5
prod,0.7857653300709444,0,1,0,0.17203716964794336,6,0.5
dev,0.13652518327819702,1,1,0,0.3123869486265155,5,0.9
staging,0.9541367445571161,0,2,0,0.6337955272618605,2,0.9
prod,0.18068125051225603,0,2,0,0.732562690603874,3,0.5
prod,0.5545642208246515,0,3,1,0.1702648567916012,9,0.5
staging,0.5727018430610973,1,3,1,0.019552264819789,9,0.5
