environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score,env_encoded,env_prod
dev,0.2665869733597049,0,1,1,0.651480835632554,0.8888888888888888,0.0,0,0
staging,0.822285827827849,1,1,1,0.6312363866877891,0.7777777777777777,0.0,2,0
staging,0.0013892921573861183,1,3,1,0.9909821584952744,0.7777777777777777,0.0,2,0
dev,0.43278814088678574,1,3,1,0.45234650690241285,0.5555555555555556,1.0,0,0
staging,0.9856227170496564,0,3,0,0.8806696810646031,0.1111111111111111,0.0,2,0
prod,0.5815254049383846,1,1,1,0.20522680327067158,0.1111111111111111,0.0,1,1
prod,0.11728714748231477,0,1,1,0.5636647256523694,0.1111111111111111,0.0,1,1
prod,0.24436061683981625,0,2,1,0.35270708712737353,0.7777777777777777,0.0,1,1
prod,0.4640593229373512,0,2,1,0.234939264767066,0.0,1.0,1,1
prod,0.7895529055254769,1,3,0,0.4162742639338342,0.5555555555555556,0.0,1,1
prod,0.41597116315775695,1,1,0,0.24600593622159053,0.2222222222222222,1.0,1,1
staging,0.8533686100023858,0,1,1,0.7343511669421118,0.5555555555555556,0.0,2,0
prod,0.4849555164921271,1,3,0,0.7244476088763976,0.4444444444444444,1.0,1,1
staging,0.9008460471435792,1,2,0,0.6122004549535823,1.0,0.0,2,0
dev,0.7906604174577024,1,2,0,0.4202192269429191,0.8888888888888888,0.0,0,0
prod,0.33986878862781644,0,2,1,0.6193461480492293,0.1111111111111111,0.0,1,1
prod,0.08751581531437162,0,1,0,0.7272389273422037,0.7777777777777777,0.0,1,1
dev,0.6878270343226622,1,2,0,0.43391695580708245,0.7777777777777777,0.0,0,0
prod,0.27000603789013095,1,2,1,0.28891653714302523,0.3333333333333333,1.0,1,1
dev,0.5123967578007855,1,3,1,0.014892738215936663,0.8888888888888888,0.0,0,0
prod,0.340376994554153,1,1,0,0.1011647821271498,0.5555555555555556,0.0,1,1
staging,0.48787881731232474,0,3,1,0.495511544073082,0.3333333333333333,0.0,2,0
staging,0.23922376245832971,0,3,0,0.42151845249676834,0.2222222222222222,0.0,2,0
dev,0.4233279667563965,0,2,1,0.4086180397561241,1.0,0.0,0,0
dev,0.35332580279114084,1,3,0,0.6511394105661669,0.4444444444444444,0.0,0,0
staging,0.5563429222565085,0,3,1,0.020106118645714426,0.7777777777777777,0.0,2,0
dev,0.8956452518834487,0,2,1,0.6060169994229384,1.0,0.0,0,0
dev,0.8210664276261221,0,3,0,0.4123163573047183,0.6666666666666666,0.0,0,0
dev,0.6520524760342723,0,1,0,0.7206008340032856,0.0,0.0,0,0
prod,0.27713647915573947,1,1,0,0.6089752309527027,0.1111111111111111,0.0,1,1
staging,0.07253227835553645,0,3,0,0.8609604403195417,0.3333333333333333,0.0,2,0
prod,0.521871490772357,0,1,0,0.2134082629465988,0.0,0.0,1,1
prod,0.1078269082004877,0,3,1,0.29532360996798007,0.0,0.0,1,1
dev,0.5967271349533901,0,2,0,0.02744139151463013,0.4444444444444444,0.0,0,0
dev,0.4323276201242191,1,1,1,0.8413919172063766,0.8888888888888888,0.0,0,0
dev,0.23032355846479885,1,2,1,0.3990469646789982,0.7777777777777777,0.0,0,0
staging,0.8790403629958644,0,2,0,0.12205128490018224,0.5555555555555556,0.0,2,0
prod,0.05494540301599267,0,1,0,0.4458096080278799,0.3333333333333333,1.0,1,1
prod,0.12628444759096175,1,1,1,0.6506158191651058,0.2222222222222222,0.0,1,1
prod,0.5393087575787263,0,3,0,0.7361591175180572,0.8888888888888888,0.0,1,1
prod,0.8360100501842078,1,2,1,0.10110596050438128,0.4444444444444444,0.0,1,1
staging,0.9410622107960934,1,1,1,0.4135964648415656,0.3333333333333333,0.0,2,0
prod,0.21839561820489028,1,1,1,0.2844224061838656,0.8888888888888888,0.0,1,1
dev,0.3584908239049868,1,2,0,0.05604987713275034,0.8888888888888888,0.0,0,0
staging,0.06631383260064845,0,1,1,0.9557658488703519,1.0,0.0,2,0
dev,0.5834454822911688,0,2,0,0.016401417706975938,1.0,0.0,0,0
dev,0.1465480552462165,0,1,1,0.9815078781250524,0.8888888888888888,0.0,0,0
staging,0.8902669229253822,0,1,1,0.3473358405654002,0.6666666666666666,0.0,2,0
staging,0.1233666560845801,1,2,1,0.7969744356587467,0.4444444444444444,0.0,2,0
staging,0.6027351071620172,0,3,0,0.8713410480897092,0.4444444444444444,0.0,2,0
staging,0.13100082414021902,1,1,1,0.4968827705254128,0.2222222222222222,0.0,2,0
dev,0.9255854489676606,1,1,1,0.2944991670864986,0.1111111111111111,0.0,0,0
prod,0.04257396468002235,0,2,1,0.5591274843086241,0.7777777777777777,0.0,1,1
prod,0.26916311471830806,1,3,1,0.5576617268578511,0.5555555555555556,0.0,1,1
staging,0.4116896351360332,1,3,0,0.5592871413848803,0.0,1.0,2,0
staging,0.5546583027407382,1,1,0,0.8911505962620901,0.4444444444444444,0.0,2,0
dev,0.6770195555306221,0,2,0,0.6915450346038338,0.1111111111111111,0.0,0,0
staging,0.946519388890288,0,3,1,0.6320070341527686,0.8888888888888888,0.0,2,0
staging,0.7901524047222275,0,1,0,0.3199606784659086,0.0,0.0,2,0
prod,0.9467593470843304,1,1,0,0.4674416664909708,1.0,0.0,1,1
dev,0.562243531141013,0,3,0,0.27310869590561054,0.4444444444444444,0.0,0,0
dev,0.2601903264469401,1,2,1,0.1304014336334746,0.1111111111111111,0.0,0,0
dev,0.788649788967213,1,3,1,0.22623378421314078,1.0,0.0,0,0
staging,0.08394266001018653,1,1,1,0.09383503997102541,0.7777777777777777,1.0,2,0
staging,0.26785157894640516,1,1,1,0.8297929305830444,1.0,0.0,2,0
staging,0.766146969727926,1,2,0,0.37199971929748993,1.0,0.0,2,0
prod,0.42269080729184716,0,3,0,0.05028327927805858,0.1111111111111111,0.0,1,1
prod,0.8543295856651564,0,2,1,0.9772604776144576,0.0,1.0,1,1
prod,0.052914582854004175,1,1,0,0.6561148632956622,0.5555555555555556,1.0,1,1
dev,0.4810977099399405,0,2,1,0.8637814986586012,0.8888888888888888,0.0,0,0
prod,0.9771532459596722,1,1,1,0.9553430110341092,0.1111111111111111,0.0,1,1
staging,0.7348048749690882,0,1,0,0.6613695256934736,0.1111111111111111,1.0,2,0
staging,0.6273182858512445,0,3,1,0.3205198319322012,0.1111111111111111,0.0,2,0
staging,0.7480883335192631,0,2,0,0.5809344393535807,0.1111111111111111,0.0,2,0
dev,0.8108258086731246,0,3,1,0.5106259353231215,0.3333333333333333,0.0,0,0
staging,0.9292805839703301,1,3,1,0.8169428209099442,0.2222222222222222,0.0,2,0
dev,0.20816931171208242,0,1,0,0.954329743119851,1.0,0.0,0,0
dev,0.7733774073268982,0,2,1,0.7381960304885476,0.8888888888888888,0.0,0,0
prod,0.9996423715071282,0,2,0,0.38065296152702494,0.7777777777777777,1.0,1,1
staging,0.26977364509720086,1,2,0,0.9462758742761497,0.5555555555555556,0.0,2,0
prod,0.5726510980133526,1,2,1,0.38450991967910236,0.5555555555555556,0.0,1,1
dev,0.17308061698766336,1,3,1,0.30110932781447086,0.7777777777777777,1.0,0,0
prod,0.8582030239006226,0,1,0,0.8557623729625841,0.8888888888888888,0.0,1,1
staging,0.0519709153246599,0,2,0,0.26634390293969246,0.3333333333333333,0.0,2,0
dev,0.011755706178225134,1,2,1,0.7850128796270643,0.8888888888888888,0.0,0,0
prod,0.10963271534094184,1,3,0,0.6296892663855067,0.3333333333333333,1.0,1,1
staging,0.603378020194742,0,2,1,0.28891385901934385,0.1111111111111111,0.0,2,0
dev,0.7315884943056713,0,3,0,1.0,0.8888888888888888,0.0,0,0
dev,0.7724541434760991,1,1,1,0.5137458010774957,1.0,1.0,0,0
dev,0.5031975058987762,1,3,0,0.6199387336160929,0.1111111111111111,0.0,0,0
prod,0.9339503388831173,1,2,1,0.6509782606406249,0.5555555555555556,0.0,1,1
dev,0.37906056665925947,1,3,1,0.7326928386022323,1.0,0.0,0,0
staging,0.9118240312459028,0,3,0,0.07993692853395726,1.0,0.0,2,0
staging,0.7274027317652161,0,3,1,0.2808013077386349,1.0,0.0,2,0
prod,0.5116718102412234,0,2,0,0.6163291972628661,0.4444444444444444,0.0,1,1
prod,0.8950475022836945,0,1,0,0.8263936180796458,0.4444444444444444,0.0,1,1
dev,0.22784266598352676,1,2,1,0.33117837466834504,0.2222222222222222,0.0,0,0
staging,0.41730875844603177,1,1,1,0.481747877975611,0.3333333333333333,0.0,2,0
staging,0.9103958014819388,1,2,1,0.7798676732888623,0.0,1.0,2,0
staging,0.634719539180859,1,2,0,0.730670988520852,0.5555555555555556,0.0,2,0
prod,0.33630914270389733,1,2,0,0.13344514578068203,0.1111111111111111,0.0,1,1
staging,0.9835784714520103,0,2,1,0.4243665669061132,0.5555555555555556,0.0,2,0
staging,0.8775261289354503,0,1,1,0.15356192167866242,0.1111111111111111,0.0,2,0
prod,0.035373631140522346,1,3,0,0.24714274011936174,0.5555555555555556,0.0,1,1
staging,0.3517707178401035,1,1,1,0.3705238339733062,0.8888888888888888,0.0,2,0
staging,0.2276750480575831,0,3,1,0.4593141698140904,0.3333333333333333,0.0,2,0
dev,0.052908874066146874,1,1,1,0.5634934418442501,0.6666666666666666,0.0,0,0
prod,0.820079115697334,0,3,0,0.8805471679538648,0.2222222222222222,0.0,1,1
staging,0.9359547841006025,0,3,1,0.6172571669025627,1.0,0.0,2,0
dev,0.3832508922060297,1,1,1,0.4357042142371626,0.5555555555555556,1.0,0,0
dev,0.01596478304527367,0,2,1,0.9046080090569859,0.1111111111111111,1.0,0,0
prod,0.034605675852662984,0,1,1,0.322326437968184,0.5555555555555556,1.0,1,1
prod,0.396087672077013,1,3,1,0.8933582212739842,0.0,0.0,1,1
staging,0.38664013675341813,1,3,0,0.06262163981081904,0.0,0.0,2,0
prod,0.1741659856456081,1,2,1,0.4572349947197469,0.0,0.0,1,1
staging,0.49296578559756443,1,1,0,0.10165842549037189,1.0,0.0,2,0
dev,0.5246056254990593,0,3,0,0.32166456716109915,0.7777777777777777,0.0,0,0
dev,0.15718415702992256,1,3,0,0.826589085282657,0.5555555555555556,0.0,0,0
dev,0.3362093196476867,0,3,1,0.31000790138797685,0.6666666666666666,0.0,0,0
dev,0.8605767988978329,1,3,1,0.8434888570930451,1.0,0.0,0,0
dev,0.838923359728894,1,3,1,0.3530841423962697,0.7777777777777777,0.0,0,0
staging,0.3613848050018683,0,3,0,0.5081614644521998,0.7777777777777777,0.0,2,0
prod,0.12860797006199515,0,1,0,0.8607319121333163,0.0,1.0,1,1
prod,0.29820916713206846,1,3,0,0.18517654012583162,0.5555555555555556,0.0,1,1
staging,0.9807709538511759,1,1,1,0.8278436229771162,0.5555555555555556,0.0,2,0
staging,0.32278441844346434,1,3,1,0.8595558515095039,0.4444444444444444,0.0,2,0
staging,0.6881029840347924,0,2,1,0.249518546770853,0.4444444444444444,0.0,2,0
dev,0.695563048248941,0,2,1,0.28548620907997746,0.6666666666666666,0.0,0,0
dev,0.26715216311140033,1,2,0,0.2940049621490162,0.1111111111111111,0.0,0,0
staging,0.2695314342106964,0,3,0,0.9184540983059877,0.0,1.0,2,0
dev,0.4378601785740067,0,3,1,0.40689509391043877,0.4444444444444444,0.0,0,0
dev,0.8636584361149324,1,1,1,0.8216107656539162,0.7777777777777777,1.0,0,0
staging,0.5354167520607171,0,2,1,0.23413080631220395,0.4444444444444444,0.0,2,0
staging,0.13059515202048688,0,1,0,0.9267641063542225,1.0,0.0,2,0
prod,0.3498016381965939,0,2,1,0.3954615070453835,0.5555555555555556,0.0,1,1
dev,0.5090527103187948,0,3,1,0.23931375039406297,0.4444444444444444,1.0,0,0
dev,0.6719741359591194,1,2,1,0.7889615334253399,0.4444444444444444,0.0,0,0
dev,0.5256515142057043,1,2,0,0.7442185414213811,0.7777777777777777,0.0,0,0
staging,0.9202519718105723,0,3,1,0.256950672453026,0.4444444444444444,0.0,2,0
staging,0.8881934935995345,0,3,1,0.3296570521805727,0.6666666666666666,1.0,2,0
dev,0.6683109344794307,1,2,1,0.7328119964615873,0.8888888888888888,0.0,0,0
prod,0.8972895916865012,1,3,1,0.29320595042070213,0.5555555555555556,0.0,1,1
staging,0.5111567998517836,1,3,1,0.3067849522198282,0.2222222222222222,0.0,2,0
staging,0.7924914333882055,1,1,0,0.49675331111104853,0.8888888888888888,0.0,2,0
prod,0.5659013547129675,1,2,0,0.8098997511116321,0.5555555555555556,0.0,1,1
staging,0.5325286397394657,1,1,0,0.3284119036004723,0.1111111111111111,0.0,2,0
dev,0.4167161538318487,1,2,0,0.5245125167752519,0.0,0.0,0,0
prod,0.6072484652526983,0,3,0,0.7559656651774307,0.4444444444444444,0.0,1,1
dev,0.21115396659914926,1,3,0,0.041066040627529235,0.5555555555555556,0.0,0,0
prod,0.5435717404001004,1,1,0,0.4512664386136258,1.0,0.0,1,1
prod,0.41710155283119543,1,3,1,0.9591667770635293,0.7777777777777777,1.0,1,1
staging,0.5548868858000047,1,2,1,0.5794317582153347,0.6666666666666666,0.0,2,0
dev,0.6980468948660868,0,2,1,0.8881546097154341,1.0,0.0,0,0
dev,0.8704830406306204,1,1,1,0.48073824816389077,0.3333333333333333,0.0,0,0
staging,0.41394981945192577,0,2,0,0.41308738935696215,0.3333333333333333,0.0,2,0
dev,0.1714071974731587,0,1,1,0.9868022494686318,0.6666666666666666,0.0,0,0
dev,0.13069320613432567,1,2,0,0.7038782020236365,0.4444444444444444,0.0,0,0
prod,0.12609179576599466,1,3,0,0.6642349935131603,0.5555555555555556,1.0,1,1
prod,0.7978677591059177,1,2,1,0.7388109757658934,0.7777777777777777,0.0,1,1
dev,0.8787648588128771,0,2,0,0.39364677465653136,0.2222222222222222,0.0,0,0
dev,0.12282879455635069,0,2,1,0.3785113505133555,0.0,0.0,0,0
prod,0.3597101159581734,0,1,1,0.989850964556503,0.3333333333333333,0.0,1,1
dev,0.6844675748178771,1,3,0,0.8191846907294827,1.0,0.0,0,0
staging,0.3687965787611438,0,1,0,0.0687209174261296,0.1111111111111111,0.0,2,0
staging,0.05054836508111353,1,3,1,0.8988323761002313,0.5555555555555556,0.0,2,0
staging,0.3724761339646299,1,3,0,0.5252574725298875,0.6666666666666666,0.0,2,0
prod,0.655489053878527,1,1,1,0.32043393808396914,0.5555555555555556,0.0,1,1
prod,0.831447103397984,1,1,0,0.9921372414988123,0.4444444444444444,0.0,1,1
staging,0.7796845546864926,0,2,0,0.43431470510315434,1.0,0.0,2,0
prod,0.19267361940498945,0,1,1,0.8352538070824629,0.3333333333333333,0.0,1,1
prod,0.6154615174451766,0,1,0,0.8806147878294782,0.2222222222222222,0.0,1,1
dev,0.5542622522196238,0,2,1,0.689595978209676,1.0,0.0,0,0
staging,0.24134516489045948,1,3,1,0.42536852032588895,1.0,1.0,2,0
dev,0.928012401339778,1,3,1,0.9013432692004617,0.8888888888888888,0.0,0,0
staging,0.06493176520186562,0,3,0,0.3157913479419603,0.6666666666666666,0.0,2,0
staging,0.03866847206315428,1,1,1,0.07988187404663537,0.8888888888888888,0.0,2,0
prod,0.35117633799535475,1,2,1,0.6480046611367682,0.8888888888888888,0.0,1,1
dev,0.5911783284394612,1,1,1,0.42956238362710175,0.7777777777777777,0.0,0,0
staging,0.8641441263997375,1,3,0,0.18035717705448512,0.8888888888888888,1.0,2,0
prod,0.6907160165069061,1,3,0,0.14127546609265673,0.1111111111111111,0.0,1,1
prod,0.7878016311726844,1,1,0,0.5894740602105834,0.1111111111111111,0.0,1,1
staging,0.6291933949972288,0,2,0,0.09672144019371368,0.2222222222222222,0.0,2,0
staging,0.3307685165223906,1,1,0,0.7361019026336894,0.8888888888888888,0.0,2,0
dev,0.917788083057823,0,2,0,0.04332952406418753,0.6666666666666666,0.0,0,0
staging,0.7165801885057421,1,3,0,0.5990356455148627,0.3333333333333333,0.0,2,0
staging,0.9042618044429808,0,1,1,0.01238961110725936,0.7777777777777777,0.0,2,0
staging,0.10368335945657152,0,2,1,0.10124221218444851,0.1111111111111111,0.0,2,0
prod,0.01303985210432694,0,3,1,0.41332489873478406,0.3333333333333333,0.0,1,1
prod,0.43237524345192235,1,2,1,0.6063893626758526,0.6666666666666666,0.0,1,1
staging,0.13438161422271272,1,1,1,0.43673191103535747,0.3333333333333333,0.0,2,0
dev,0.5625276653806326,1,1,1,0.6435518782984828,0.0,0.0,0,0
dev,0.9874649323011092,0,3,0,0.3172687569280957,0.7777777777777777,1.0,0,0
staging,0.8023966061615445,1,2,0,0.8054818723792181,0.8888888888888888,0.0,2,0
dev,0.3197640437040066,1,3,1,0.7800573553988573,0.4444444444444444,1.0,0,0
prod,0.3490381141426928,0,1,0,0.6648968122650603,0.6666666666666666,0.0,1,1
staging,0.6656936190631378,1,3,1,0.5854453317662327,1.0,1.0,2,0
prod,0.30376671194465404,1,2,0,0.03417070229742828,0.8888888888888888,0.0,1,1
prod,0.877914466059553,1,3,1,0.36590107985271847,0.2222222222222222,1.0,1,1
staging,0.0128749128065372,0,1,0,0.9817838086408329,0.5555555555555556,1.0,2,0
dev,0.491490429924074,0,2,0,0.4374981912941933,0.1111111111111111,0.0,0,0
staging,0.46033495983167816,1,1,0,0.20921023264255664,0.7777777777777777,0.0,2,0
dev,0.680112359787588,0,1,0,0.25017539185273346,0.0,0.0,0,0
staging,0.08154288216166038,0,3,0,0.24750955322182183,0.3333333333333333,1.0,2,0
staging,0.25298435379209355,1,2,0,0.6463615350295076,0.2222222222222222,0.0,2,0
prod,0.9310144534376926,1,1,0,0.4873631240435747,0.3333333333333333,0.0,1,1
dev,0.13379520971510828,0,1,1,0.6584714379949319,1.0,0.0,0,0
prod,0.6408535936340825,1,3,1,0.021600701467558422,0.1111111111111111,0.0,1,1
staging,0.6486901677682431,1,2,0,0.8700443672696276,1.0,0.0,2,0
prod,0.973532378413101,1,2,0,0.8502985795600025,0.5555555555555556,0.0,1,1
dev,0.9225899062276964,1,3,1,0.38233378879982555,0.1111111111111111,0.0,0,0
staging,0.09708805901287441,1,2,0,0.3411127725458111,0.8888888888888888,0.0,2,0
dev,0.6078063136480405,0,1,0,0.771410777676572,0.2222222222222222,0.0,0,0
dev,0.6702090474893396,0,3,1,0.5308962158933099,0.1111111111111111,0.0,0,0
dev,0.41569003351001976,1,3,1,0.3588897921060355,0.4444444444444444,0.0,0,0
staging,0.2773592097228047,1,1,0,0.06061762699743586,0.6666666666666666,0.0,2,0
staging,0.8894629976460985,0,1,0,0.43028663329670025,0.7777777777777777,0.0,2,0
prod,0.7977267867786073,0,3,0,0.06534536552847305,0.8888888888888888,0.0,1,1
prod,0.16605947348725225,1,3,1,0.6270605459212244,1.0,0.0,1,1
dev,0.07892189892247793,0,3,0,0.16983076599194566,0.8888888888888888,0.0,0,0
dev,0.8117910768166696,1,3,1,0.3203114502250241,0.0,0.0,0,0
dev,0.4229417260576359,1,3,0,0.1401553167554979,0.1111111111111111,0.0,0,0
dev,0.2629156716979631,0,1,0,0.8142144601363969,0.0,0.0,0,0
staging,0.8208793392560232,0,1,1,0.6612724127647622,0.0,0.0,2,0
prod,0.2666618450542083,0,3,0,0.6532382239644228,0.0,0.0,1,1
staging,0.8854793399244526,0,1,1,0.8876042636405083,0.6666666666666666,0.0,2,0
staging,0.435175381003436,1,3,1,0.4773520390546947,0.7777777777777777,0.0,2,0
staging,0.4901037964665448,0,3,0,0.08310261325174481,0.5555555555555556,0.0,2,0
prod,0.22466621055217134,1,3,1,0.7069920540130831,0.3333333333333333,1.0,1,1
prod,0.10871595774000177,0,1,0,0.5758917439006481,0.2222222222222222,1.0,1,1
staging,0.6181466743620556,1,3,0,0.44693468389968055,0.7777777777777777,0.0,2,0
dev,0.5186204852892994,1,3,1,0.9529600337658217,0.4444444444444444,1.0,0,0
staging,0.38058747856822495,1,2,0,0.22804097076441293,0.6666666666666666,0.0,2,0
dev,0.8410701632505567,0,1,0,0.28912058975555593,0.0,0.0,0,0
dev,0.9085474191393502,0,3,0,0.17233881316755997,0.1111111111111111,0.0,0,0
staging,0.17347506792627554,0,3,1,0.4140412831193138,0.7777777777777777,0.0,2,0
staging,0.7494417248548813,0,2,0,0.6251966330789555,1.0,0.0,2,0
staging,0.7013428450179542,1,2,1,0.6496395842275091,0.8888888888888888,1.0,2,0
staging,0.11231961810496142,0,3,0,0.9869574172129262,0.8888888888888888,0.0,2,0
prod,0.3375375504974408,1,1,1,0.48749905673776633,1.0,0.0,1,1
staging,0.7210347965698509,0,3,0,0.5480327016196709,1.0,0.0,2,0
prod,0.5665075741898057,1,2,1,0.5668966958290019,0.2222222222222222,0.0,1,1
prod,0.786903420046666,0,3,1,0.17762125545027568,0.8888888888888888,0.0,1,1
dev,0.6143264517694488,0,2,0,0.8867091392254589,0.4444444444444444,1.0,0,0
prod,0.8256754216651175,0,2,1,0.5622790226548362,0.6666666666666666,0.0,1,1
staging,0.028123745527914898,0,3,1,0.43900713708199324,0.3333333333333333,0.0,2,0
staging,0.03673989599369255,0,2,1,0.4454569206538425,0.3333333333333333,0.0,2,0
prod,0.8908829562893709,1,1,1,0.9463792484333895,0.2222222222222222,0.0,1,1
staging,0.3086846882203539,0,2,1,0.6991639611314847,0.8888888888888888,0.0,2,0
dev,0.6754669840574183,0,3,0,0.38414356428763047,0.5555555555555556,0.0,0,0
prod,0.7508342602111335,1,1,0,0.7628463149886835,0.7777777777777777,0.0,1,1
dev,0.1772843973235328,1,2,1,0.7833238031245612,0.5555555555555556,0.0,0,0
prod,0.28052617574587896,0,1,1,0.8192229208329954,0.6666666666666666,0.0,1,1
prod,0.021701126932996403,1,3,1,0.8334140574127376,0.6666666666666666,0.0,1,1
prod,0.6440733958853957,1,2,1,0.9890976294148289,0.3333333333333333,0.0,1,1
dev,0.6351857203296877,1,1,1,0.3129747171589833,0.1111111111111111,0.0,0,0
dev,0.3243152741740028,0,3,0,0.9971767305323526,0.7777777777777777,0.0,0,0
prod,0.015635773443497356,0,3,1,0.5816349100143025,0.6666666666666666,0.0,1,1
prod,0.36021442273190285,1,1,1,0.2905276089017815,0.5555555555555556,0.0,1,1
dev,0.12931357420234196,0,3,1,0.04527222780869225,1.0,0.0,0,0
dev,0.8724605321031523,1,1,1,0.16032162359056695,0.7777777777777777,0.0,0,0
staging,0.8338473144819205,0,1,1,0.8750445716711475,1.0,0.0,2,0
dev,0.9255656253296997,0,1,0,0.10095454411971708,0.8888888888888888,0.0,0,0
staging,0.17138365371811198,1,1,0,0.6469785061406512,0.6666666666666666,0.0,2,0
prod,0.5029370121376955,1,3,1,0.8453677682703442,1.0,1.0,1,1
staging,0.4159347563078728,0,2,0,0.3529098254557954,0.1111111111111111,0.0,2,0
dev,0.41947188599297913,0,3,1,0.5818673283533571,0.7777777777777777,1.0,0,0
prod,0.8381691688535265,0,3,0,0.3945383797097734,0.0,0.0,1,1
prod,0.28901045335452885,1,3,1,0.38289572878603356,0.5555555555555556,0.0,1,1
prod,0.45950307659330236,0,2,0,0.46289175828566,0.6666666666666666,0.0,1,1
staging,0.37522245599373194,0,2,0,0.1466755347154133,0.2222222222222222,0.0,2,0
staging,0.726981693788344,1,3,1,0.2213742191005046,0.8888888888888888,1.0,2,0
prod,0.5322941571773954,1,1,1,0.8556107497595117,0.8888888888888888,0.0,1,1
prod,0.48191213822095214,0,2,1,0.01563940172181628,1.0,0.0,1,1
dev,0.2252434862125221,1,1,0,0.22329114910764117,0.0,0.0,0,0
staging,0.1574676084381168,0,2,0,0.5809501493643809,0.4444444444444444,0.0,2,0
dev,0.32898233140051064,1,2,0,0.8430154877176967,0.5555555555555556,0.0,0,0
prod,0.4727604645564031,1,1,1,0.38371302929490975,0.0,1.0,1,1
prod,0.11084447362719367,0,3,1,0.7441521704783663,0.0,0.0,1,1
staging,0.39119218675600076,0,1,0,0.7942162077223833,0.1111111111111111,0.0,2,0
staging,0.16257918416974265,1,2,0,0.09335744851150313,0.5555555555555556,0.0,2,0
staging,0.317601371349292,0,1,1,0.3766147444924602,0.7777777777777777,0.0,2,0
staging,0.6818080289176631,1,1,1,0.18275452983874882,0.7777777777777777,0.0,2,0
prod,0.5202809407832152,0,3,0,0.42623440835989806,0.4444444444444444,1.0,1,1
dev,0.3467012160423562,1,1,1,0.11608963731874172,0.2222222222222222,0.0,0,0
staging,0.2189073156967154,1,2,1,0.7119434291700484,0.5555555555555556,0.0,2,0
prod,0.7557622374301336,1,3,1,0.8744953385598323,0.1111111111111111,0.0,1,1
staging,0.9062022592678797,0,1,1,0.683714676821032,1.0,0.0,2,0
staging,0.8155699331305817,1,2,0,0.15988109140488788,0.3333333333333333,0.0,2,0
dev,0.9803633598146572,1,3,0,0.15464070701479382,0.4444444444444444,0.0,0,0
prod,0.5380880266944674,1,1,0,0.24175167625985627,0.1111111111111111,0.0,1,1
dev,0.2914083168027305,1,1,0,0.21189581424061982,0.8888888888888888,1.0,0,0
staging,0.7827372968547299,0,1,1,0.701076829247575,0.6666666666666666,0.0,2,0
staging,0.5722107059966274,0,3,0,0.5244802656378418,0.1111111111111111,0.0,2,0
prod,0.8303594505191463,0,2,0,0.08970914080005635,0.6666666666666666,0.0,1,1
prod,0.8642304111306292,1,3,1,0.42733391361365397,0.1111111111111111,0.0,1,1
staging,0.2154081750396557,1,2,1,0.45450732854345727,0.2222222222222222,0.0,2,0
prod,0.7156881500790403,1,1,1,0.3452619260745517,1.0,0.0,1,1
prod,0.8057781541541634,1,1,1,0.31806473127445767,0.5555555555555556,0.0,1,1
dev,0.8158514984593902,1,2,0,0.36039533085009495,0.4444444444444444,0.0,0,0
dev,0.932743995372829,1,1,0,0.5393515457539861,0.8888888888888888,1.0,0,0
dev,0.8573406650720323,0,2,0,0.5558541585111854,0.8888888888888888,1.0,0,0
staging,0.8151429897834692,0,3,0,0.83337945896063,0.4444444444444444,0.0,2,0
staging,0.9207611856781611,1,2,0,0.7649892613532041,0.5555555555555556,0.0,2,0
dev,0.016459559110876307,0,2,0,0.3083545314944649,0.0,0.0,0,0
dev,0.9984634243920877,1,1,1,0.023000463068398327,0.4444444444444444,1.0,0,0
dev,0.100239173490084,1,1,1,0.9688750178391176,1.0,0.0,0,0
dev,0.5293600894834274,1,2,1,0.049706844715114884,0.6666666666666666,1.0,0,0
dev,0.3254944041450022,0,2,1,0.13220177975792946,0.5555555555555556,0.0,0,0
prod,0.9702595519165894,0,1,1,0.46086726110691906,0.7777777777777777,0.0,1,1
staging,0.32431506651473346,1,1,0,0.8716695939881897,0.8888888888888888,0.0,2,0
prod,0.02195159096325168,0,1,1,0.2751354091785344,0.0,0.0,1,1
dev,0.8793161242587709,0,2,1,0.4003785732781252,0.1111111111111111,0.0,0,0
dev,0.8192506389042368,0,3,0,0.5595851203873992,0.0,0.0,0,0
dev,0.6848697096326647,1,3,1,0.6952323736999082,0.5555555555555556,0.0,0,0
staging,0.2932933205453816,0,1,1,0.2589068719318674,0.3333333333333333,0.0,2,0
staging,0.9616370818225707,1,2,1,0.10108608249655636,0.4444444444444444,0.0,2,0
staging,0.014180893601405772,1,1,1,0.8209509802072479,0.2222222222222222,0.0,2,0
dev,0.5369343063527022,0,2,1,0.3966418169218953,0.4444444444444444,0.0,0,0
dev,0.16417651879290845,0,3,0,0.5488331820886437,0.3333333333333333,0.0,0,0
prod,0.4116778384691133,1,3,1,0.6715494665620372,0.0,0.0,1,1
dev,0.9110617095574108,1,1,1,0.7452992194153868,0.5555555555555556,0.0,0,0
prod,0.600695245385322,1,3,0,0.9951742526629748,1.0,1.0,1,1
prod,0.5679362348274952,0,3,1,0.2883054318107099,0.8888888888888888,0.0,1,1
prod,0.49199400058423914,0,2,0,0.20487566132273105,0.0,0.0,1,1
staging,0.4153239049356824,1,1,1,0.4317914168958697,0.2222222222222222,0.0,2,0
